id,swb_happiness_base,swb_relhappiness_base,swb_ideal_base,swb_conditions_base,swb_satisfied_base,swb_lack_companion_base,swb_left_out_base,swb_isolated_base,swb_bored_base,swb_anxious_base,swb_depressed_base,swb_absorbed_worthwhile_base,swb_happiness_end,swb_relhappiness_end,swb_ideal_end,swb_conditions_end,swb_satisfied_end,swb_lack_companion_end,swb_left_out_end,swb_isolated_end,swb_bored_end,swb_anxious_end,swb_depressed_end,swb_absorbed_worthwhile_end,swb_wellbeing_index_base,swb_social_index_base,swb_feeling_index_base,swb_wellbeing_index_end,swb_social_index_end,swb_feeling_index_end,swb_happiness_diff,swb_relhappiness_diff,swb_ideal_diff,swb_conditions_diff,swb_satisfied_diff,swb_wellbeing_index_diff,swb_lack_companion_diff,swb_left_out_diff,swb_isolated_diff,swb_social_index_diff,swb_bored_diff,swb_anxious_diff,swb_depressed_diff,swb_absorbed_worthwhile_diff,swb_feeling_index_diff
1987,0.3333333333333333,1,0.6666666666666666,0.6666666666666666,1,-1,0,-1,-1,-1,0.3333333333333333,-1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,-1,-1,-1,-1,-1,-1,1,3.6666666666666665,-2,-0.6666666666666667,3.6666666666666665,-3,-4,0.6666666666666667,-0.6666666666666667,0,0,0,0,0,-1,0,-1,0,0,-1.3333333333333333,2,-3.333333333333333
1990,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0,0,-1,1,1,-0.3333333333333333,0.3333333333333333,0,-0.3333333333333333,0,-0.3333333333333333,-0.3333333333333333,0,0,0,0.3333333333333333,1,-0.3333333333333333,-0.3333333333333333,-2.666666666666667,-1,1.3333333333333335,-1,0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1.666666666666667,0,0,1,1,-0.6666666666666667,0,0,-0.6666666666666666,-2.220446049250313e-16
1991,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0,1,0,0.3333333333333333,-1,0.3333333333333333,1,2.9999999999999996,1,-1.3333333333333333,1.3333333333333333,1,-1.3333333333333335,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0,-1.6666666666666663,-1,1,0,0,1.3333333333333333,-0.6666666666666667,0,0.6666666666666667,-2.220446049250313e-16
1993,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,1,0,0,1,1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-2.333333333333333,1,1.3333333333333335,1.3333333333333333,1,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,1,3.666666666666666,0,0,0,0,-0.6666666666666667,-0.6666666666666667,0.6666666666666666,-0.6666666666666666,-2.220446049250313e-16
1999,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,-1,-1,-1,-1,-0.3333333333333333,1,-1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-0.3333333333333333,-0.3333333333333333,1,3.9999999999999996,-3,0.6666666666666667,2.9999999999999996,-3,-2.6666666666666665,-0.33333333333333337,-0.3333333333333333,0,0,-0.33333333333333337,-1,0,0,0,0,0,0,-1.3333333333333333,2,-3.333333333333333
2002,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,-1,3.9999999999999996,3,2,5,0,2,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0000000000000004,-2,0,-1,-3,0,0,-2,-2,0
2004,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1,1,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1.6666666666666665,0,0,-2.333333333333333,3,0.6666666666666666,-1,-0.6666666666666666,-1,-0.6666666666666666,-0.6666666666666666,-3.9999999999999996,1,1,1,3,0,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.6666666666666666
2009,-0.3333333333333333,0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1,-1,0,-0.3333333333333333,1,-0.3333333333333333,-1,-0.3333333333333333,0,-0.6666666666666666,-1,-1,-1,0,0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-1,-2.333333333333333,-2,1.3333333333333335,-3,-1,1.3333333333333333,0,0,0,-0.33333333333333337,-0.33333333333333337,-0.666666666666667,0,1,0,1,0.6666666666666666,-1.3333333333333333,0.6666666666666666,0,-2.220446049250313e-16
2010,0.6666666666666666,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,0,-1,-1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,3.333333333333333,-1,2,3.333333333333333,-2,-1.9999999999999998,0,-0.33333333333333337,0,0.3333333333333333,0,0,0,0,-1,-1,-1.3333333333333333,-0.6666666666666666,-0.6666666666666666,1.3333333333333333,-4
2011,-0.3333333333333333,0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,1,1,1,1,1,-0.3333333333333333,1,-0.3333333333333333,0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,1,1,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-2.333333333333333,3,0.6666666666666667,-2.333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,-0.6666666666666667,-0.6666666666666667,0,-0.6666666666666667,-0.6666666666666667
2012,0,0,0,0,0.3333333333333333,0,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-2,-1.3333333333333333,1.3333333333333333,1,-0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,1,0,1,2,3,0.6666666666666667,0,0,0,0.6666666666666666
2013,1,0.3333333333333333,0,0,1,-1,-1,-1,-1,-1,0.3333333333333333,-1,0.6666666666666666,0.6666666666666666,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,-1,0.3333333333333333,2.333333333333333,-3,-0.6666666666666667,1,-3,-3.3333333333333335,-0.33333333333333337,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.33333333333333337,-1.333333333333333,0,0,0,0,0,0,-1.3333333333333333,1.3333333333333333,-2.666666666666667
2018,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,-1,0,-0.3333333333333333,-0.3333333333333333,1,-1,0.3333333333333333,0,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0,0,0,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,1.3333333333333335,0.3333333333333333,0,-2.666666666666667,0,-0.3333333333333333,0,0,0.3333333333333333,0,0,1,0,1,-0.6666666666666667,-0.6666666666666667,-1.3333333333333333,1.3333333333333333,-4
2019,0.6666666666666666,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1,1,1,-1,-0.3333333333333333,0.3333333333333333,1,-1,-0.6666666666666666,-1,-0.6666666666666666,-1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.33333333333333326,3,-2,-4.333333333333333,3,0.6666666666666667,-1.6666666666666665,-1,-0.33333333333333337,-0.3333333333333333,-0.6666666666666667,-4,0,0,0,0,1.3333333333333333,0.6666666666666666,0,-0.6666666666666667,2.666666666666667
2024,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,-1,-1,-1,-1,0.3333333333333333,1,2.6666666666666665,-3,1.3333333333333333,2.9999999999999996,-2,-2.666666666666667,0.3333333333333333,0,0,0,0,0.33333333333333304,1,0,0,1,-0.6666666666666667,-1.3333333333333333,0,2,-4
2026,0.3333333333333333,1,0.6666666666666666,0.6666666666666666,1,-1,-1,-1,-0.3333333333333333,-1,1,0.3333333333333333,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-0.3333333333333333,1,1,3.6666666666666665,-3,-0.6666666666666665,3.9999999999999996,-3,-0.6666666666666666,0.6666666666666667,0,0,0,-0.33333333333333337,0.33333333333333304,0,0,0,0,0,0.6666666666666667,0,0.6666666666666667,-1.1102230246251565e-16
2029,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-0.3333333333333333,1,-1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,-0.3333333333333333,1,2.6666666666666665,-3,1.3333333333333335,2.6666666666666665,-3,-3.3333333333333335,0,0,0,0,0,0,0,0,0,0,-0.6666666666666667,-0.6666666666666667,-1.3333333333333333,2,-4.666666666666667
2030,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,1,1,0,0,-1,0.3333333333333333,1,-1,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,0,0,0,-1,-1,-0.3333333333333333,1,3,1,1.3333333333333333,3,0,-3.3333333333333335,0.3333333333333333,-0.33333333333333337,0,0,0,0,-1,0,0,-1,0,-1.3333333333333333,-1.3333333333333333,2,-4.666666666666667
2033,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,0,1,-0.3333333333333333,1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,1,1.3333333333333333,0,1.1102230246251565e-16,1.3333333333333333,0,-1.3333333333333333,0,0,0,0,0,0,1,-1,0,0,0,-1.3333333333333333,0.6666666666666666,0.6666666666666667,-1.3333333333333335
2034,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1,0,0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-2.6666666666666665,-1,1.3333333333333333,1.3333333333333333,0,-0.6666666666666667,0.6666666666666666,0.3333333333333333,1,1,1,4,1,0,0,1,-1.3333333333333333,0,0.6666666666666666,1.3333333333333333,-2
2036,0.6666666666666666,0,0,0,-0.6666666666666666,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,-0.3333333333333333,-1,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0,-3,0,-1.6666666666666665,0,1.3333333333333333,-0.3333333333333333,0,-0.6666666666666666,-0.3333333333333333,-0.33333333333333337,-1.6666666666666665,1,1,1,3,0.6666666666666666,0,0,-0.6666666666666666,1.3333333333333333
2037,0,0,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0,0,1,1,1,-0.3333333333333333,1,0.3333333333333333,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0,0,0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-2,1,0.6666666666666667,5.551115123125783e-17,0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1,2,0,0,-1,-1,-0.6666666666666667,-1.3333333333333333,0.6666666666666666,-1.3333333333333333,-1.1102230246251565e-16
2039,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,1,1,1,-0.3333333333333333,1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-1,-1,1,1,1,-1,0.3333333333333333,1,-0.3333333333333333,-2.6666666666666665,3,1.3333333333333333,-2.6666666666666665,3,0.6666666666666665,0.6666666666666666,0,0,-0.33333333333333337,-0.33333333333333337,0,0,0,0,0,-0.6666666666666667,-0.6666666666666667,0.6666666666666667,0,-0.6666666666666667
2041,0,0,0.6666666666666666,0.6666666666666666,0,0,0,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,1,0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,1.3333333333333333,1,-0.6666666666666667,1.3333333333333333,2,-0.6666666666666667,0,0,0,-0.3333333333333333,0.3333333333333333,0,1,1,-1,1,0,0,0,0,0
2042,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,-1,-0.3333333333333333,-1,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,-1,0,-1,-0.3333333333333333,-0.3333333333333333,-1,1,2.6666666666666665,-1,-0.6666666666666667,2.6666666666666665,-2,-2.6666666666666665,0,-0.3333333333333333,0,0.3333333333333333,0,0,-1,0,0,-1,0,0.6666666666666667,-1.3333333333333333,1.3333333333333333,-1.9999999999999998
2045,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,-1,0,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1,-1,-1,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.6666666666666665,-2,-1.3333333333333333,1.3333333333333335,-3,-0.6666666666666666,0,0,0,-0.6666666666666666,0.3333333333333333,-0.33333333333333304,0,0,-1,-1,1.3333333333333333,0,-0.6666666666666666,0,0.6666666666666666
2048,1,0.6666666666666666,1,1,1,-1,-1,-1,-1,-1,1,-1,1,0.6666666666666666,1,1,1,-1,-1,-1,-1,-1,-1,1,4.666666666666666,-3,0,4.666666666666666,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-4
2049,0.3333333333333333,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-1,-1,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0.6666666666666666,0,0,0,-1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,-2,-0.6666666666666667,1.6666666666666665,0,-1.9999999999999998,0,0,0.3333333333333333,1,1,2.333333333333333,1,1,0,2,-0.6666666666666667,0,0,0.6666666666666666,-1.333333333333333
2053,0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-1,1,1,-1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,0,1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,1,0,1,0,1.3333333333333333,0,-1.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,1.3333333333333333,0,-1,0,-1,0.6666666666666667,-1.3333333333333333,0,0.6666666666666667,-1.3333333333333333
2057,0.6666666666666666,0,-0.3333333333333333,0,0.6666666666666666,-1,-1,-1,-1,0.3333333333333333,0.3333333333333333,-1,0.3333333333333333,0,-0.6666666666666666,0,0.3333333333333333,-1,-1,0,-1,-1,0.3333333333333333,0.3333333333333333,1,-3,0.6666666666666665,0,-2,-2,-0.3333333333333333,0,-0.3333333333333333,0,-0.3333333333333333,-1,0,0,1,1,0,-1.3333333333333333,0,1.3333333333333333,-2.6666666666666665
2058,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,1,-1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,-1,1,3.333333333333333,-3,0,3.333333333333333,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-4
2059,-0.3333333333333333,-1,-1,-1,-1,0,0,0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1,-1,-1,-1,-1,-1,1,1,1,-0.3333333333333333,-1,0.3333333333333333,-0.3333333333333333,-4.333333333333333,0,1.3333333333333333,-5,3,-0.6666666666666667,-0.6666666666666667,0,0,0,0,-0.666666666666667,1,1,1,3,-0.6666666666666666,-1.3333333333333333,0.6666666666666666,0.6666666666666667,-2
2063,0.6666666666666666,1,-0.6666666666666666,-0.6666666666666666,0.6666666666666666,0,-1,-1,-1,-1,0.3333333333333333,-0.3333333333333333,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-1,-1,0.3333333333333333,0.9999999999999999,-2,-1.3333333333333335,3.9999999999999996,-3,-2.6666666666666665,0.33333333333333337,0,1.3333333333333333,1.3333333333333333,0,2.9999999999999996,-1,0,0,-1,0.6666666666666667,0,-1.3333333333333333,0.6666666666666666,-1.333333333333333
2067,0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333,-1,1,-0.3333333333333333,-0.6666666666666666,-1,-1,-1,0,0,1,0.3333333333333333,0.3333333333333333,1,-0.3333333333333333,0,1,-1.3333333333333335,-4,1,1.9999999999999998,-0.3333333333333333,-0.3333333333333333,-0.6666666666666667,-1.3333333333333333,-1.3333333333333333,-4,0,0,0,0,0,0,2,-1.3333333333333333,3.333333333333333
2068,-0.3333333333333333,-0.6666666666666666,-1,-0.6666666666666666,-0.6666666666666666,0,0,1,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,-0.3333333333333333,0.6666666666666666,1,0,0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-3.333333333333333,1,-0.6666666666666666,0.6666666666666666,1,-0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.3333333333333333,1.3333333333333333,3.9999999999999996,1,0,-1,0,-0.6666666666666666,0,0.6666666666666666,0,0
2069,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,-1,0,-1,1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,-1,-1,0,-0.3333333333333333,-1,0.3333333333333333,0.3333333333333333,1.9999999999999998,-1,0,1.6666666666666665,-2,-1.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0.6666666666666666,-0.3333333333333333,-0.33333333333333326,-1,0,0,-1,0.6666666666666667,-2,0.6666666666666666,0.6666666666666666,-1.3333333333333333
2071,0.3333333333333333,0,0.6666666666666666,0.6666666666666666,1,-1,0,-1,-1,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0,0.3333333333333333,-0.3333333333333333,-1,1,2.6666666666666665,-2,-0.6666666666666667,2,0,-2,0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.33333333333333337,-0.6666666666666665,1,0,1,2,1.3333333333333333,0,-1.3333333333333333,1.3333333333333333,-1.3333333333333333
2073,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1,1,1,0.3333333333333333,-0.3333333333333333,1,1,-1,-0.3333333333333333,-1,-0.6666666666666666,0,0,0,-1,0.3333333333333333,1,-0.3333333333333333,1,-2.6666666666666665,1,0,-2.9999999999999996,-1,0,-0.6666666666666667,0,-0.33333333333333337,0,0.6666666666666666,-0.33333333333333304,1,-1,-2,-2,0,1.3333333333333333,-1.3333333333333333,0,0
2077,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,0.3333333333333333,-0.3333333333333333,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-1,-1,0.3333333333333333,3.333333333333333,-3,-1.3333333333333335,3.9999999999999996,-3,-2.6666666666666665,0.33333333333333337,0.33333333333333337,0,0,0,0.6666666666666665,0,0,0,0,0.6666666666666667,0,-1.3333333333333333,0.6666666666666666,-1.333333333333333
2080,0,-0.3333333333333333,-0.6666666666666666,-1,-1,-1,0,-1,0.3333333333333333,1,0.3333333333333333,-1,-1,-1,-0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-3,-2,2.6666666666666665,-3.9999999999999996,-3,0.6666666666666666,-1,-0.6666666666666667,0,0.33333333333333337,0.33333333333333337,-0.9999999999999996,0,-1,0,-1,-0.6666666666666666,-0.6666666666666667,0,0.6666666666666667,-2
2085,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0,0,0,-1,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,1,0.3333333333333333,0.3333333333333333,1,0,-1,-1,-0.3333333333333333,-1,-0.3333333333333333,1,3.333333333333333,0,-0.6666666666666667,3.666666666666667,-2,-2.6666666666666665,0.33333333333333337,0.33333333333333337,0,-0.3333333333333333,0,0.3333333333333339,0,-1,-1,-2,0.6666666666666667,-0.6666666666666667,-0.6666666666666666,1.3333333333333333,-1.9999999999999998
2086,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,-1,-1,-1,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,0,0,0,0,0,0,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1.3333333333333333,-3,-0.6666666666666667,0,0,-0.6666666666666667,-0.3333333333333333,-0.3333333333333333,0,-0.3333333333333333,-0.3333333333333333,-1.3333333333333333,1,1,1,3,0,0,0,0,0
2087,0,0,-0.3333333333333333,0,0.3333333333333333,0,-1,0,0.3333333333333333,1,-0.3333333333333333,-1,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-1,-1,-1,-1,-1,0.3333333333333333,1,0,-1,2,2.333333333333333,-3,-2.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.333333333333333,-1,0,-1,-2,-1.3333333333333333,-2,0.6666666666666666,2,-4.666666666666667
2088,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,-1,0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.6666666666666666,0,0,0,-1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.3333333333333333,-1,1.3333333333333333,1.6666666666666665,0,-1.9999999999999998,0,0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.33333333333333326,0,1,0,1,-0.6666666666666667,-0.6666666666666666,-0.6666666666666666,1.3333333333333333,-3.333333333333333
2089,0,0.3333333333333333,0,0,0,1,-1,-1,-1,0.3333333333333333,1,-0.3333333333333333,0.6666666666666666,0,0,0,-0.3333333333333333,0,-1,-1,0.3333333333333333,-1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-1,0.6666666666666665,0.3333333333333333,-2,-0.6666666666666667,0.6666666666666666,-0.3333333333333333,0,0,-0.3333333333333333,0,-1,0,0,-1,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0,-1.3333333333333333
2090,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,-1,-1,-1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1,0.6666666666666666,0.6666666666666666,1,-1,-1,-1,-0.3333333333333333,-1,-0.3333333333333333,0.3333333333333333,2.6666666666666665,-2,-1.1102230246251565e-16,3.9999999999999996,-3,-1.9999999999999998,0.3333333333333333,0.6666666666666667,0,0,0.33333333333333337,1.333333333333333,-1,0,0,-1,0.6666666666666667,-1.3333333333333333,-0.6666666666666666,0.6666666666666666,-1.9999999999999996
2091,-0.3333333333333333,-1,-1,-1,-1,1,1,0,1,-0.3333333333333333,-1,0.3333333333333333,-0.6666666666666666,-1,-1,-1,-1,-1,1,0,-0.3333333333333333,1,1,-1,-4.333333333333333,2,-0.6666666666666665,-4.666666666666666,0,2.666666666666667,-0.3333333333333333,0,0,0,0,-0.33333333333333304,-2,0,0,-2,-1.3333333333333333,1.3333333333333333,2,-1.3333333333333333,3.3333333333333335
2092,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-1,-1,-1,-1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,1.6666666666666665,0,0,-0.6666666666666667,-3,-1.3333333333333333,0.3333333333333333,-0.6666666666666666,-1.3333333333333333,-0.6666666666666666,0,-2.333333333333333,-1,-1,-1,-3,-0.6666666666666667,0.6666666666666666,-0.6666666666666666,0.6666666666666666,-1.3333333333333333
2093,-0.3333333333333333,-1,0,0.3333333333333333,-0.3333333333333333,0,-1,-1,1,1,0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-1,0,1,1,1,1,-1.3333333333333333,-2,2,0.3333333333333333,-1,2,0.3333333333333333,0.33333333333333337,0.3333333333333333,0,0.6666666666666666,1.6666666666666665,0,0,1,1,0,0,0.6666666666666667,0.6666666666666667,0
2094,0.3333333333333333,0,0.3333333333333333,-0.3333333333333333,0,0,0,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0,0,0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0.6666666666666667,0,-0.6666666666666666,0,0,0,0.6666666666666666,-0.3333333333333333,0.3333333333333334,0,0,-1,-1,-0.6666666666666666,-0.6666666666666666,0.6666666666666666,0,-0.6666666666666666
2098,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.3333333333333333,-1,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,-1,0,-0.3333333333333333,-1,-0.3333333333333333,0.3333333333333333,1.6666666666666667,-3,-1.3333333333333333,2.3333333333333335,-1,-1.9999999999999998,0,0,0.6666666666666666,0,0,0.6666666666666667,1,0,1,2,0.6666666666666667,-0.6666666666666667,-0.6666666666666666,0,-0.6666666666666665
2101,0,-0.3333333333333333,0,-0.3333333333333333,-0.3333333333333333,0,1,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,0.3333333333333333,0,-0.3333333333333333,0,0,-1,0,0,1,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1,2,-0.6666666666666667,0,-1,1.9999999999999998,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,1,-1,-1,-1,-3,0.6666666666666667,0,0.6666666666666666,-1.3333333333333333,2.6666666666666665
