id,swb_happiness_base,swb_relhappiness_base,swb_ideal_base,swb_conditions_base,swb_satisfied_base,swb_lack_companion_base,swb_left_out_base,swb_isolated_base,swb_bored_base,swb_anxious_base,swb_depressed_base,swb_absorbed_worthwhile_base,swb_happiness_end,swb_relhappiness_end,swb_ideal_end,swb_conditions_end,swb_satisfied_end,swb_lack_companion_end,swb_left_out_end,swb_isolated_end,swb_bored_end,swb_anxious_end,swb_depressed_end,swb_absorbed_worthwhile_end,swb_wellbeing_index_base,swb_social_index_base,swb_feeling_index_base,swb_wellbeing_index_end,swb_social_index_end,swb_feeling_index_end,swb_happiness_diff,swb_relhappiness_diff,swb_ideal_diff,swb_conditions_diff,swb_satisfied_diff,swb_wellbeing_index_diff,swb_lack_companion_diff,swb_left_out_diff,swb_isolated_diff,swb_social_index_diff,swb_bored_diff,swb_anxious_diff,swb_depressed_diff,swb_absorbed_worthwhile_diff,swb_feeling_index_diff
30,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,-1,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,-1,-0.3333333333333333,-1,-1,0.3333333333333333,1.3333333333333333,0,-1.3333333333333333,1.6666666666666665,-1,-2.6666666666666665,0,0,0,0,0.3333333333333333,0.33333333333333326,0,0,-1,-1,0.6666666666666667,-0.6666666666666667,-0.6666666666666667,0.6666666666666666,-1.3333333333333333
34,0.6666666666666666,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,1,-1,-1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.6666666666666666,1,0.3333333333333333,0,0,0,0.3333333333333333,-0.3333333333333333,-1,-0.3333333333333333,2.6666666666666665,1,-2,2.6666666666666665,0,-0.6666666666666667,0,0,0,0.33333333333333337,-0.3333333333333333,0,0,0,-1,-1,1.3333333333333333,0.6666666666666667,-1.3333333333333333,-0.6666666666666666,1.3333333333333333
39,1,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,-1,-1,-1,-1,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-1,-1,1,3.6666666666666665,-3,-0.6666666666666667,3.333333333333333,-3,-3.333333333333333,-0.33333333333333337,-0.33333333333333337,0,0.3333333333333333,0,-0.3333333333333335,0,0,0,0,0.6666666666666667,-0.6666666666666667,-1.3333333333333333,1.3333333333333333,-2.666666666666666
41,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-0.3333333333333333,0.3333333333333333,-1,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,-1,-1,-1,-0.3333333333333333,-1,-0.3333333333333333,0.3333333333333333,2.9999999999999996,-3,0,3.333333333333333,-3,-1.9999999999999998,0,0,0,0,0.33333333333333337,0.3333333333333335,0,0,0,0,0.6666666666666667,-0.6666666666666667,-0.6666666666666666,1.3333333333333333,-1.9999999999999998
45,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-1,-1,-1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,-1,-1,-1,-0.3333333333333333,-1,-0.3333333333333333,0.3333333333333333,2,-3,0.6666666666666666,2.333333333333333,-3,-1.9999999999999998,0,0,0,0.3333333333333333,0,0.33333333333333304,0,0,0,0,0,-1.3333333333333333,-0.6666666666666666,0.6666666666666666,-2.6666666666666665
46,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,-1,0,-1,-0.3333333333333333,-0.3333333333333333,1,-0.3333333333333333,0,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,-2,0.6666666666666667,-1,1,0.6666666666666667,0,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,-2,1,1,1,3,0.6666666666666666,0.6666666666666666,-0.6666666666666667,0.6666666666666666,0
47,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,-1,-1,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,1,-1,-0.3333333333333333,-1,-0.3333333333333333,1,2.3333333333333335,-1,-0.6666666666666667,2,0,-2.6666666666666665,0,-0.6666666666666666,0,0,0.3333333333333333,-0.3333333333333335,0,1,0,1,0.6666666666666667,-0.6666666666666667,-0.6666666666666666,1.3333333333333333,-1.9999999999999998
48,-0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,1,-1,-1,0.3333333333333333,-0.3333333333333333,1,1,0,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0.3333333333333333,-0.3333333333333333,-1,0.3333333333333333,0.3333333333333333,-1,0,0.6666666666666666,1,-1.3333333333333333,0.3333333333333333,0.3333333333333333,0,-0.3333333333333333,0,0.3333333333333333,0,1,1,2,0,0,-2,-0.6666666666666667,-1.3333333333333333
49,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,-1,-1,-1,-1,-1,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,-1,-1,-1,-1,-1,-0.3333333333333333,0.3333333333333333,2.6666666666666665,-3,-1.3333333333333335,2,-3,-2.666666666666667,0,0,-0.3333333333333333,-0.3333333333333333,0,-0.6666666666666665,0,0,0,0,0,0,-0.6666666666666666,0.6666666666666666,-1.3333333333333335
50,0.6666666666666666,0.6666666666666666,-0.6666666666666666,0,0.3333333333333333,1,0,1,-0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,1,2,-0.6666666666666667,0.6666666666666666,3,1.3333333333333333,-0.6666666666666666,-1,1,0.3333333333333333,0,-0.33333333333333337,0,1,0,1,0.6666666666666666,0,0,-1.3333333333333333,2
53,0.6666666666666666,1,0,0,0.6666666666666666,0,0,0,-0.3333333333333333,-1,1,-1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0,0,0,0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1,2.333333333333333,0,0.6666666666666667,0,0,-2,-0.3333333333333333,-1.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-2.333333333333333,0,0,0,0,0,0.6666666666666667,-1.3333333333333333,2,-2.666666666666667
56,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,-1,0,-1,-0.3333333333333333,-0.3333333333333333,-1,0.3333333333333333,0,-0.3333333333333333,0,-0.3333333333333333,0,1,1,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,1,1.3333333333333333,-1,-0.6666666666666665,-0.3333333333333333,2,-1.3333333333333333,0,-0.3333333333333333,-0.6666666666666666,0,-0.6666666666666666,-1.6666666666666665,0,2,1,3,0.6666666666666667,0,0.6666666666666666,2,-0.6666666666666667
57,-0.6666666666666666,-0.6666666666666666,-1,0.3333333333333333,-0.6666666666666666,-1,-1,-1,1,1,-0.3333333333333333,-1,-0.3333333333333333,-1,-1,-0.6666666666666666,-0.6666666666666666,-1,-1,-1,-1,1,1,-0.3333333333333333,-2.6666666666666665,-3,2.666666666666667,-3.666666666666666,-3,1.3333333333333333,0.3333333333333333,-0.33333333333333337,0,-1,0,-0.9999999999999996,0,0,0,0,-2,0,1.3333333333333333,0.6666666666666667,-1.3333333333333337
